cliff_uid,model,taxonomy_type,cell_label,sum_p_cliff
gsm1k::GSM1K_476_path_0::142,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.5743150966285777
gsm1k::GSM1K_476_path_0::148,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.07932063044657744
gsm1k::GSM1K_476_path_0::197,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999975703351712
gsm1k::GSM1K_51_path_0::134,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.22965721117848253
gsm1k::GSM1K_542_path_0::18,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.1767778274296157
gsm1k::GSM1K_542_path_0::139,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9998768719663205
gsm1k::GSM1K_54_path_0::113,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.11829389490847811
gsm1k::GSM1K_592_path_0::126,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.999998465511638
gsm1k::GSM1K_592_path_0::217,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999990592554987
gsm1k::GSM1K_592_path_0::289,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.03041608993320918
gsm1k::GSM1K_65_path_0::102,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.012256442685671276
gsm1k::GSM1K_65_path_0::128,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.3273439495799044
gsm1k::GSM1K_664_path_0::23,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.6945302373383847
gsm1k::GSM1K_696_path_0::21,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.08052064063221909
gsm1k::GSM1K_696_path_0::209,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.4397257166924519
gsm1k::GSM1K_704_path_0::29,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999754082315528
gsm1k::GSM1K_704_path_0::122,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.5796494035415244
gsm1k::GSM1K_747_path_0::72,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9953908956313308
gsm1k::GSM1K_775_path_0::203,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.3524099829011691
gsm1k::GSM1K_775_path_0::249,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.6784499927116459
gsm1k::GSM1K_778_path_0::319,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.21348309835324103
gsm1k::GSM1K_859_path_0::47,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.45398072310073834
gsm1k::GSM1K_859_path_0::107,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.284050030209048
gsm1k::GSM1K_865_path_0::53,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.4194270404825207
gsm1k::GSM1K_865_path_0::57,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.9796909253307123
gsm1k::GSM1K_865_path_0::92,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.4172499473020676
gsm1k::GSM1K_940_path_0::29,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999949142369443
gsm1k::GSM1K_940_path_0::130,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.3751092134780042
gsm1k::GSM1K_940_path_0::150,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.34997936041400535
gsm1k::GSM1K_946_path_0::93,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.9359642027684025
math500::test/algebra/1078.json_path_0::6,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999305059873768
math500::test/algebra/1143.json_path_0::288,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.2638808122011678
math500::test/algebra/1143.json_path_0::438,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.48292069582586966
math500::test/algebra/1519.json_path_0::71,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.3768037505911359
math500::test/algebra/2036.json_path_0::23,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.3885741355719036
math500::test/algebra/2046.json_path_0::213,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.6199614044236699
math500::test/algebra/2193.json_path_0::55,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.2763329865848032
math500::test/algebra/2486.json_path_0::325,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.29446745101388566
math500::test/algebra/2486.json_path_0::357,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.1286717840279065
math500::test/algebra/2486.json_path_0::661,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999877816452785
math500::test/algebra/2486.json_path_0::667,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9997751481676412
math500::test/algebra/2486.json_path_0::716,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.999981627627777
math500::test/algebra/2486.json_path_0::724,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.9873625810375283
math500::test/algebra/2486.json_path_0::743,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999893250299702
math500::test/algebra/2486.json_path_0::760,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.3387960249560646
math500::test/algebra/2593.json_path_0::12,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.1126484510625608
math500::test/algebra/2593.json_path_0::26,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.4064315303830054
math500::test/algebra/2593.json_path_0::66,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.20207773399676968
math500::test/algebra/2593.json_path_0::89,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.09183365425315532
math500::test/algebra/2780.json_path_0::8,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9994388185305267
math500::test/algebra/2780.json_path_0::361,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.3503593016900911
math500::test/algebra/694.json_path_0::281,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.3354282431321628
math500::test/algebra/893.json_path_0::93,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.07848798150588103
math500::test/counting_and_probability/10.json_path_0::392,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.5637426630890114
math500::test/counting_and_probability/1009.json_path_0::67,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.9799239370593871
math500::test/counting_and_probability/1009.json_path_0::234,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.2634297578493633
math500::test/counting_and_probability/1009.json_path_0::289,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.521241864401659
math500::test/counting_and_probability/216.json_path_0::47,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.999985203373154
math500::test/counting_and_probability/216.json_path_0::59,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.07613016529278081
math500::test/counting_and_probability/25149.json_path_0::219,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.2952425573940006
math500::test/counting_and_probability/731.json_path_0::60,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999412332751231
math500::test/geometry/106.json_path_0::169,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.22344350160531293
math500::test/geometry/178.json_path_0::97,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.9517360249530765
math500::test/geometry/178.json_path_0::165,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.3662377327775043
math500::test/geometry/178.json_path_0::297,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.43658895745131787
math500::test/geometry/178.json_path_0::384,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.1998617144128382
math500::test/geometry/615.json_path_0::165,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.9874915378993423
math500::test/geometry/615.json_path_0::311,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.4901492910779441
math500::test/geometry/65.json_path_0::539,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.4295713484289785
math500::test/intermediate_algebra/1126.json_path_0::31,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9947774772878695
math500::test/intermediate_algebra/1126.json_path_0::94,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.11371410888041648
math500::test/intermediate_algebra/1126.json_path_0::191,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.999988497453758
math500::test/intermediate_algebra/1126.json_path_0::226,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999999107659457
math500::test/intermediate_algebra/1126.json_path_0::228,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.4672589701825566
math500::test/intermediate_algebra/1151.json_path_0::2,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9998575668256334
math500::test/intermediate_algebra/1151.json_path_0::78,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.40731676922562454
math500::test/intermediate_algebra/1151.json_path_0::361,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999974083419945
math500::test/intermediate_algebra/1151.json_path_0::834,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.6804132219534728
math500::test/intermediate_algebra/121.json_path_0::71,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.13260764620675897
math500::test/intermediate_algebra/121.json_path_0::253,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.5308258725700494
math500::test/intermediate_algebra/1217.json_path_0::69,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.40391957571385695
math500::test/intermediate_algebra/1217.json_path_0::86,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9998598659332769
math500::test/intermediate_algebra/1247.json_path_0::224,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.14016206399069578
math500::test/intermediate_algebra/1247.json_path_0::226,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.40619326181135784
math500::test/intermediate_algebra/1566.json_path_0::1685,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.7436199089426198
math500::test/intermediate_algebra/1572.json_path_0::102,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.22755555064288882
math500::test/intermediate_algebra/1797.json_path_0::110,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999965106161026
math500::test/intermediate_algebra/1797.json_path_0::217,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999973823469206
math500::test/intermediate_algebra/1797.json_path_0::320,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.6044853650560915
math500::test/intermediate_algebra/1981.json_path_0::282,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999884668628075
math500::test/intermediate_algebra/2152.json_path_0::463,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.2577346693992367
math500::test/number_theory/1287.json_path_0::79,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.14083314944500355
math500::test/number_theory/427.json_path_0::89,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.2897169443524955
math500::test/number_theory/427.json_path_0::332,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.0031629538422526943
math500::test/number_theory/737.json_path_0::199,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.2501131383272483
math500::test/number_theory/753.json_path_0::94,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.4884894564962589
math500::test/prealgebra/1297.json_path_0::122,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.5330848029998076
math500::test/prealgebra/1558.json_path_0::203,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.2367974896215769
math500::test/prealgebra/1558.json_path_0::209,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.43759901519592564
math500::test/prealgebra/2066.json_path_0::54,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.09195935391458043
math500::test/prealgebra/2066.json_path_0::131,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.32047263212451504
math500::test/prealgebra/65.json_path_0::104,Llama-3.1-8B-Instruct,AG,high-H + greedy,0.8863793874741067
math500::test/prealgebra/805.json_path_0::390,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.1236174911800273
math500::test/precalculus/1172.json_path_0::928,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9999990324938892
math500::test/precalculus/96.json_path_0::130,Llama-3.1-8B-Instruct,DF,low-H + greedy,0.9997660453913761
math500::test/precalculus/96.json_path_0::194,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.35431571274547813
math500::test/precalculus/990.json_path_0::188,Llama-3.1-8B-Instruct,SS,high-H + non-greedy,0.1480441208673733
